02M "MOSAIC CO/THE"
STM "STMICROELECTRONICS NV-NY SHS"
STO3 "STO SE & CO. KGAA-PREF SHRS"
SU1N "SWISS PRIME SITE-REG"
SUR "SURGE EXPLORATION"
SVE "STARVEST"
SW1 "SWIFT MEDIA"
SWA "SCHLOSS WACHENHEIM"
SWF "STANLEY BLACK & DECKER"
SWN "SOUTHWESTERN ENERGY"
SY1 "SYMRISE"
SYK "STRYKER CORP"
SYP "SYNOPSYS"
SYT "SOFTING"
SYV "3D SYSTEMS CORP"
SYZ "SYLOGIST"
SZ1 "Generic 1st 'SZ' Future"
SZG "SALZGITTER"
SZU "SUEDZUCKER"
T1L "S IMMO"
T3T1 "SEVEN PRINCIPLES"
T5O "CYTOTOOLS"
T6A "TRIPADVISOR"
T9Z "ZUMTOBEL GROUP"
TA1 "TELEKOM AUSTRIA"
TC1 "TELE COLUMBUS"
TCO "TAUBMAN CENTERS"
TEG "TAG IMMOBILIEN"
TGHN "LOGWIN"
TGR "TIGER INTL RESOURCES"
TGT "11 88 0 SOLUTIONS"
TII "TEXAS INSTRUMENTS"
TIMA "ZEAL NETWORK"
TINC "TRIENA INVESTMENTS -INCOME"
TKA "THYSSENKRUPP"
TL0 "TESLA"
TLG "TALGA GROUP"
TLI "TELES AG INFORMATIONSTECHNOL"
TLX "TALEX"
TMV "DRX DLY 20+ YR TREAS BEAR 3X"
TNE2 "TELEFONICA SA-SPON"
TNE5 "TELEFONICA"
TOTB "TOTAL"
TPE "PVA TEPLA"
TQI "TELECOM ITALIA SPA"
TQIR "TELECOM ITALIA-RSP"
TRVC "CITIGROUP"
TTI "TRAFFIC TECHNOLOGIES"
TTK "TTK BANKA AD SKOPJE"
TTO "TTL BETEILIGUNGS UND GRUNDBE"
TTR1 "TECHNOTRANS"
TUF "HONEY BADGER SILVER"
TUI1 "TUI AG-DI"
TWR "TOWER"
U9R "UNDER ARMOUR INC-CLASS"
U9RA "UNDER ARMOUR INC-CLASS C"
UB5 "US BANCORP"
UBK "UMWELTBANK"
ULC "UNITED LABELS"
UMDK "UMT UNITED MOBILITY TECHNOLO"
UN01 "UNIPER"
UN9 "UNIQA INSURANCE GROUP"
UNH "UNITEDHEALTH GROUP"
UNI2 "UNION POIS SPOLOE"
UNIN "UNITED INSURANCE"
UNP "UNION PACIFIC CORP"
UNVB "UNIVERZAL AD BECEJ"
UOF "URBAN OUTFITTERS"
UPAB "UNITED PARCEL SERVICE-CL B"
US8A "MCEWEN MINING"
USX1 "UNITED STATES STEEL CORP"
USY1 "UNISYS CORP"
UT8 "Generic 8th 'UT' Future"
UTDI "UNITED INTERNET AG-REG SHARE"
UUU "3U HOLDING"
UWS "WASTE MANAGEMENT"
UZU "UZIN UTZ"
V3S "VECTRON SYSTEMS"
V3V "VITA 34"
V6C "VISCOM"
VAO "VAPIANO"
VAR1 "Generic 1st 'VAR' Future"
VAS "VOESTALPINE"
VBK "VANGUARD SMALL-CAP GRWTH ETF"
VBX "VOLTABOX"
VFP "VF CORP"
VG8 "VARENGOLD BANK"
VIB3 "VILLEROY & BOCH AG-PREF"
VIH1 "VIB VERMOEGEN"
VNA "Vonovia"
VNX "VIETNAM NATIONAL TRADE FAIR"
VODI "VODAFONE GROUP"
VODJ "VODAFONE GROUP PLC-SP"
VOS "VOSSLOH"
VOW "VOLKSWAGEN"
VOW3 "VOLKSWAGEN AG-PREF"
VQT "VA-Q-TEC"
VRL "VILLAGE ROADSHOW"
VROS "VARDAR OSIGURUVANE SKOPJE"
VRS "VERIS"
VSC "VETERINARNO STOCARSKI CENTAR"
VVD "VEOLIA ENVIRONNEMENT"
VVU "VIVENDI"
VVV3 "OKOWORLD"
VWS "VESTAS WIND SYSTEMS A/S"
VWSA "VESTAS WIND SYSTEMS-UNSP"
VX1 "VERTEX PHARMACEUTICALS"
W3U "WESTERN UNION"
W8A "WALGREENS BOOTS ALLIANCE"
WAC "WACKER NEUSON"
WAF "SILTRONIC"
WB2 "WABTEC CORP"
WBAH "WILD BUNCH"
WCH "WACKER CHEMIE"
WCMK "WCM BETEILIGUNGS & GRUND"
WDC "WESTERN DIGITAL CORP"
WDI "WHITE ORGANIC AGRO"
WDL "WINDELN.DE"
WDP "WAREHOUSES DE PAUW SCA"
WEG1 "WESTGRUND"
WEW "WESTWING GROUP"
WFS "WALLFORT FINANCIAL SERVICES"
WHC "WEYERHAEUSER"
WHR "WHIRLPOOL CORP"
WHT1 "Generic 1st 'WHT' Future"
WIB "WIENERBERGER"
WIG1 "SPORTTOTAL"
WL6 "Generic 6th 'WL' Future"
WMB "WIDETECH (MALAYSIA) BHD"
WMT "WALMART"
WSO1 "WALLSTREET:ONLINE"
WSU "WASHTEC"
WUW "WUESTENROT & WUERTTEMBERG"
WYR "WYNN RESORTS"
XCA "CREDIT AGRICOLE"
XER2 "XEROX HOLDINGS CORP"
XGR2 "COMPASS GROUP"
XIX "XILINX"
XONA "EXXON MOBIL CORP"
XY6 "XYLEM"
YCP "CONOCOPHILLIPS"
YEL1 "YRC WORLDWIDE"
YOC "YOC"
YSN "SECUNET SECURITY NETWORKS"
ZAL "ZALUUCHUUD JSC"
ZEG "ASTRAZENECA"
ZIL2 "ELRINGKLINGER"
ZIM "ZTS INMART A.S."
ZO1 "ZOOPLUS"
ZOE "ZOETIS"
ZSOL "SOLUTIANCE"
AI3A "AMADEUS IT GROUP"
SEJ1 "SAFRAN"
PPB "PINEHILL PACIFIC BHD"
